id,target
Id_9s836sw3fg,26647000.0
Id_pe4wok3hec,39940000.0
Id_e9vbg74189,59057000.0
Id_xujri7q3fa,4256220.0
Id_n6gfl4o7xr,38761000.0
Id_vu49qz0esw,27558000.0
Id_39akch4j7a,54116000.0
Id_12218dixmx,86520000.0
Id_miz87he32d,24562500.0
Id_ine023fr7j,41584000.0
Id_90eundk3eh,32535000.0
Id_ywxr21h3m6,8259200.0
Id_c4hgroycpy,36676000.0
Id_zbeqllnu6r,26427600.0
Id_sv6bs1nlkl,40948000.0
Id_1kfg6jyaks,62180000.0
Id_1ue4p6qfae,87198000.0
Id_2qpotaygkz,60009000.0
Id_i88okt3per,36700000.0
Id_cnft7tslmd,83836000.0
Id_hbmt870ttj,19015000.0
Id_ftykkdurbo,15895400.0
Id_92et0v23a1,30929000.0
Id_30rrqxx13z,22416000.0
Id_sme38ifgen,14780900.0
Id_wo4jc6u490,23730400.0
Id_e4rdskj2u7,11179800.0
Id_ejue1tqayi,61114000.0
Id_duztg7lyt6,36800000.0
Id_pl0fohddiy,6690800.0
Id_naug7kjyz8,27239000.0
Id_v3ch0vqi5f,41511000.0
Id_reioemrcxt,27614600.0
Id_8ndmdxxqnq,25900000.0
Id_ffu6ka7h31,69667000.0
Id_yojv3a1wu8,41038000.0
Id_rtj7s687fw,24474700.0
Id_ri1b4xn7bm,6173300.0
Id_0rs8693llp,29596000.0
Id_0vkl0xw6rp,52479000.0
Id_gaitxr89dj,68701000.0
Id_axpu0zqxe9,38996000.0
Id_lusdd80xyu,27438000.0
Id_mnbtn7ld9z,23464900.0
Id_rdm45l1rs7,50063000.0
Id_6a0wtwpr4a,39673000.0
Id_aebe8duy6q,61262000.0
Id_fpmvvv9mqg,60140000.0
Id_w8hqh2e6oa,42614000.0
Id_720qbphazk,30902000.0
Id_zku7ho36zr,18754000.0
Id_1qcz2e2pju,79087000.0
Id_v555u53ove,75317000.0
Id_gvl06cjgmf,86182000.0
Id_76k6u4rooh,31256000.0
Id_tjjhbwzzfq,35506000.0
Id_0sz95c196x,10609700.0
Id_ugcqy65rcp,16573720.0
Id_n8n6ur6fgr,121174000.0
Id_m877rjyf24,17581600.0
Id_w701ybiuh4,37067000.0
Id_lvp3j7omq6,12424300.0
Id_aib9bd74dw,31168000.0
Id_ijdkofn3fg,25257400.0
Id_gcri14ub0k,14333250.0
Id_1eh5k9lni9,17304840.0
Id_reysu9w8l0,29453900.0
Id_9prm4oy1fg,33808000.0
Id_cxal923pn7,12200600.0
Id_j47fgupb4y,28322000.0
Id_vve4503vlz,20777000.0
Id_cyfh5vm60q,21921000.0
Id_g7et7bbbbd,29704000.0
Id_c71dkirtua,49585000.0
Id_n4r54pyhkm,26525400.0
Id_74bxl357h6,41350000.0
Id_5t1gawkp02,47759000.0
Id_3nvk1bkqso,41722000.0
Id_1xz5sf72ge,23219000.0
Id_mv24b89tsb,30915000.0
Id_xfqqzkvmao,10053400.0
Id_wuz7tmx1ea,40386000.0
Id_8a6kjf9l15,31570100.0
Id_13m1y104i8,14974600.0
Id_wvzcy22qni,59723000.0
Id_b8v39iztyf,13626000.0
Id_o1jsdsyqx9,8818300.0
Id_z204xjw34e,42164000.0
Id_5w6n01rsl8,19496000.0
Id_h4bv2d5npa,44538800.0
Id_f4nos01dz7,10978200.0
Id_xrz3h253tx,37313000.0
Id_s8w0gn4y3j,30368000.0
Id_ufjjkhpxbg,35554200.0
Id_8vf8r8j8zu,5256100.0
Id_3dswdv2xda,14079800.0
Id_yc0s2a1vab,63638000.0
Id_7p3p4du9qx,38123000.0
Id_xt53q8czpn,42314000.0
Id_a39tmj6j1a,25609400.0
Id_6cc19b0xpo,43981500.0
Id_ug3knkaiym,84933000.0
Id_7rm5lneyg4,132788000.0
Id_bmvdobwdw4,43343000.0
Id_pabncmpmdg,16880900.0
Id_ol4zlpf68e,41551000.0
Id_9f8aswekkw,42058000.0
Id_olb90caf7u,45118000.0
Id_au57uy88vg,27127000.0
Id_yvuokq1828,51381000.0
Id_imrag69olq,15813000.0
Id_jug489fcqp,102335000.0
Id_x0evighy1k,23102000.0
Id_fvv1dfl3gj,19695000.0
Id_c4qizrwidc,13681000.0
Id_6rsqa0fufw,64544000.0
Id_ks2z3hqok1,18782100.0
Id_9npni65t9g,47854900.0
Id_uur0jwg2bn,37466100.0
Id_1szox8tltq,32626000.0
Id_rlmajwpq9l,49279000.0
Id_5l9jk48f9t,33288000.0
Id_5kttk6k2w4,23931880.0
Id_108e7h8yhk,28847000.0
Id_vio0jbax2z,34248000.0
Id_qjatqom7nb,34941000.0
Id_r9990eazdh,10026200.0
Id_2r82qdykkh,21813100.0
Id_7c1hmrds0g,17238000.0
Id_sfup00fhzy,35916000.0
Id_afys6dido6,24176400.0
Id_kp3k9hglv7,105866000.0
Id_s9o2yksrm3,31213000.0
Id_gr0ff95z5o,48668000.0
Id_g7qp2kr3gz,21788000.0
Id_4rqsosa835,42419000.0
Id_ue4ssmgmrf,24880000.0
Id_dhocmfunat,43859500.0
Id_dpv8xv55q0,10385200.0
Id_37bjmm6mp2,79016000.0
Id_3gz48w1oqi,64847000.0
Id_tpisw6lxvd,25463000.0
Id_uko0s10yoc,38647000.0
Id_qz4q2bra11,25794400.0
Id_sr258a7uv4,30285000.0
Id_2fnlkypc2m,28454600.0
Id_jr0xntro8z,45438000.0
Id_8d33crry5h,41366000.0
Id_bqb2ijy6ro,3228830.0
Id_wf76vlxrjd,83320000.0
Id_n08xsh8e2u,17673000.0
Id_yht3nza3rm,53375000.0
Id_2o8xag9czd,78419000.0
Id_iqeksb0075,41499000.0
Id_04hvef09yr,46356800.0
Id_5pc6psl2tq,47392000.0
Id_qs10hrc0ez,15703500.0
Id_3u4s6pm89z,39961000.0
Id_aue9adfat5,53121000.0
Id_n32bbf4j33,69000000.0
Id_1cmfgj6e8q,44719900.0
Id_id3xkmr1cu,35526000.0
Id_d3fkuyghzr,30720000.0
Id_9kg8ih7kwr,38545000.0
Id_5t3zcif6hs,44787000.0
Id_knbufs0ca5,68894000.0
Id_0d0t5qyxb0,38327000.0
Id_u9wbj1piy6,37626000.0
Id_8egjbxji14,66946000.0
Id_p568i879al,106106000.0
Id_urdhqb3ffb,54559000.0
Id_7a5eosbrgu,31690000.0
Id_ajn59pirjl,45201800.0
Id_1tlsmgz5jx,26761400.0
Id_5hnpfknb7r,29991200.0
Id_vjatnhbv6t,67419000.0
Id_mbl9s0e2ka,29972000.0
Id_3xfk7b826e,81799000.0
Id_3fgmafpzet,59054000.0
Id_2pz6kie3vs,36364240.0
Id_k7lf87g4ad,64743000.0
Id_l2y3xszdx0,82234000.0
Id_u6lvoiiit1,32510000.0
Id_i69ih4kjxw,41223000.0
Id_oml8ujur0k,33485000.0
Id_f8tbwd15yl,22127000.0
Id_lzr8mxln37,12777200.0
Id_od1zti1nhm,70031000.0
Id_8rn5eoirah,25954700.0
Id_ik9fl4pib6,39571000.0
Id_eli6q3eeyo,29434000.0
Id_ov9f62z9er,39399000.0
Id_tovu73lb2l,74079000.0
Id_7g7v1ggiqc,33105000.0
Id_gvkkwjvo02,93846000.0
Id_nigz0oqdts,52496000.0
Id_g9sm8extev,32188000.0
Id_zbca54rvjg,30009000.0
Id_gd46tfydo1,45716000.0
Id_i8byy26iem,51369000.0
Id_x2y84duapi,72366000.0
Id_wajlydq66q,17156000.0
Id_4wvid9fv9b,39188000.0
Id_p4e2ndfelq,41051000.0
Id_e4irn7a7ej,71363000.0
Id_axrnszhc8e,45653000.0
Id_ab75r5tvzm,23753100.0
Id_38jjaq552h,3930620.0
Id_ublh475a57,57368000.0
Id_g71dnzucy3,19206500.0
Id_ff5d6q2qy1,8603100.0
Id_9pwrzm5xh8,58857000.0
Id_j624d8dlph,18788500.0
Id_6pnk4o1156,51669000.0
Id_e4gy8vqv9p,64038000.0
Id_uo1iz53909,18061500.0
Id_kf5wf065j4,37700000.0
Id_nmbddls94w,78388000.0
Id_6zxz1sz4lr,79026000.0
Id_83avb9r4zp,42241000.0
Id_o0ozm7tnam,16342700.0
Id_1gikoh7l9o,48139000.0
Id_ynx0lapwwy,30058000.0
Id_dvhevxylwr,38743000.0
Id_gi0ds6yq4k,7806900.0
Id_a7u4t13usq,76276000.0
Id_iu2mktm1y3,54755000.0
Id_81t0huoiu9,48786000.0
Id_srogf2d61f,50411000.0
Id_lcsc0kwpvy,30044000.0
Id_iuwb5pvxzz,49810000.0
Id_4dg03c33z9,17380000.0
Id_nq2bbzetjb,81611000.0
Id_lvo2dwu9u0,46858000.0
Id_xmvom6l1cu,27678600.0
Id_m006qsqq8x,23797900.0
Id_0317smqve8,16510000.0
Id_w7tgzrcrud,31292000.0
Id_u8phy76lq6,20523500.0
Id_aqwpxtptez,46704000.0
Id_legoa4bzh4,31282000.0
Id_e8299scaov,26844000.0
Id_p5d82na8pi,8321600.0
Id_bqxylbss1e,15412800.0
Id_uc8jmaanxt,33837000.0
Id_qq89y8g14k,79404000.0
Id_f5nyeem6k6,26861500.0
Id_hu639xe98k,49889000.0
Id_cdxxnmpw7f,7944900.0
Id_oikkoe158u,47822800.0
Id_6jyjigzurz,15889500.0
Id_bglto0j4hq,85015000.0
Id_c5f2jbuail,38606000.0
Id_yen71wet8e,62465000.0
Id_92g6ob1brs,62341000.0
Id_ho9hcsdeq8,34714000.0
Id_3t6yovp9i4,14997000.0
Id_imuxlazt00,57851000.0
Id_edmh4a2zpi,31697500.0
Id_gjr5sblmvk,42936000.0
Id_wvsi342ic1,77139000.0
Id_6fjf1cnq3d,40329000.0
Id_nufzzm2vdm,42489000.0
Id_kjzyhp5ktd,93002000.0
Id_csiwq21wgw,86186000.0
Id_rmk6rzun3h,27621500.0
Id_5e467nw8fa,13376200.0
Id_9m935wjmcr,16198300.0
Id_fl0iz3buel,74772000.0
Id_6gf6hjw6u2,14528700.0
Id_lpf59hns8f,57407000.0
Id_62n11bgmjv,31408000.0
Id_2iyhlitg46,19839480.0
Id_ftuu5j4x1u,96705000.0
Id_oi137oyffc,16705900.0
Id_fji9j79k35,22734500.0
Id_b8q9jwdq92,43604900.0
Id_2aewhvo20y,30451000.0
Id_0e5u5gsd09,30256000.0
Id_e4f49b9rja,148765000.0
Id_op5arw2se6,27620000.0
Id_wnqw0uq26e,28481000.0
Id_k9oanjznjg,28219000.0
Id_yrmqjxmw8p,30345000.0
Id_d8w6efhc1p,57103000.0
Id_fnhh4v32y5,101568000.0
Id_gr4bxin5nu,29992600.0
Id_czrdor1h88,28744000.0
Id_16sf7zbhvd,31169000.0
Id_pmmva92loo,48347000.0
Id_qju3daqrno,36367000.0
Id_7vy204kxis,16849100.0
Id_6zxe2xiy3p,30609000.0
Id_ocdh4bb81w,41351000.0
Id_khv4dlupz9,19674000.0
Id_3838i4nkxo,1711380.0
Id_od0ryun5fy,12770100.0
Id_q8b73aqos3,32278000.0
Id_vtb4245uxs,65188000.0
Id_xdhs5u9rr5,39248000.0
Id_i6tcrqcgbu,39809000.0
Id_0exzvctqdr,46319000.0
Id_6tn2a2u8ux,40616000.0
Id_2i2pi2phur,40404000.0
Id_p9rvr03rzd,93519000.0
Id_v8id59lpi0,63681000.0
Id_3peajl141l,38705900.0
Id_nwf5lnt5wy,23887400.0
Id_0tjz6u22rd,14717700.0
Id_sbz7vytznd,28130000.0
Id_gcdx0rrrz8,64250000.0
Id_gp8cbs5qmh,52782000.0
Id_v4hqfroru6,74197000.0
Id_y8lbcgyemf,15930700.0
Id_kwe3yh1jgx,4347100.0
Id_6ymnlzdj6k,43362000.0
Id_i3f84uhng9,49839000.0
Id_p0lt1hmzp7,15792000.0
Id_4rgkgzzflm,27736000.0
Id_96bfl001jf,30764000.0
Id_fjsovegpd5,27857000.0
Id_g94blt6zdt,44510000.0
Id_axikr3mb8o,36710000.0
Id_40kaub2lg1,35573000.0
Id_z2uwds9eer,42635000.0
Id_kn8zt49150,37492300.0
Id_fvwqutlh1s,43446000.0
Id_9wsdku4ous,47286000.0
Id_edttr78t2u,83324000.0
Id_30cgt31gfg,39565000.0
Id_hdy01ulycj,27955000.0
Id_zoqhkaywus,10945700.0
Id_w5g59xwros,5609000.0
Id_ybwlcovklq,74296000.0
Id_q7muidkj0r,27396800.0
Id_ze1gjnhqiz,31932000.0
Id_6glkwde0c3,26468400.0
Id_ov6dubeq3x,29350000.0
Id_pygqe01848,33586000.0
Id_5f9nghfnbg,27006000.0
Id_my892oygv4,36799000.0
Id_yql2wzd7sz,20181700.0
Id_bqcripnw3o,62497000.0
Id_9j8qsg4ppf,28360000.0
Id_dlxywo7eyj,26672400.0
Id_d6nn2jylal,176813000.0
Id_8qtb7th3j5,74189000.0
Id_rzak7swcy7,40371000.0
Id_px5tuzymhv,5525000.0
Id_8ebhowwqxx,98668000.0
Id_6z5j5b8bsu,37579000.0
Id_g9t67jkucb,24454100.0
Id_mxwdbctyfd,43725000.0
Id_z1phxglbpr,21856200.0
Id_ixxfcehg31,4181330.0
Id_0wne3ccm0g,80352000.0
Id_tkuvlxxv3r,78319000.0
Id_rhslgrvbxg,9063800.0
Id_ousu37a82a,30030000.0
Id_4z081vwq19,13582810.0
Id_ezjk2raw5y,32401000.0
Id_va2dm481nt,10484600.0
Id_89ivexzpif,21359600.0
Id_nnyfin6pha,26805000.0
Id_gf98nwpfsz,28013500.0
Id_gpighttapg,13096100.0
Id_21gkh1iuai,28265000.0
Id_qgtlvwoi9h,46066000.0
Id_vm6v0oycu4,26030500.0
Id_73q2nzf248,49454000.0
Id_kiqwm9ed1q,40982000.0
Id_1mczgrfxqw,16418100.0
Id_37hp8owwdo,29489000.0
Id_os7j2205kq,27702600.0
Id_rkrbsc8715,30887000.0
Id_bhp7c2exzl,21668000.0
Id_b2qok4vxyx,31244000.0
Id_pa7h1qedib,28455000.0
Id_r5cymcv10o,29940000.0
Id_puf9q11wa9,26299600.0
Id_6ybeg0l9e7,38320000.0
Id_50hrw334or,54074000.0
Id_xvzl2itj9p,37334000.0
Id_vibi4n65r9,46391000.0
Id_8x4xb9xbke,33688000.0
Id_a1sq09jn7b,11516100.0
Id_jinlnmko3s,49306000.0
Id_hmvkp3drca,40607000.0
Id_9u3cawtb7r,3286750.0
Id_lzqawligqy,9584500.0
Id_wsmcd813c4,30195300.0
Id_hd3xqjswdq,27399000.0
Id_5pcp4ueg9a,60848000.0
Id_0opmq0qqxt,9982500.0
Id_n40qejqgba,38524000.0
Id_dfdr57nht4,10971300.0
Id_dgj9dcszue,26975000.0
Id_8q7ar8ibfy,33450000.0
Id_q58lq299kc,22970000.0
Id_qk6vy43vnq,47376000.0
Id_p0cxi54gfj,94200000.0
Id_wmz1ya8suf,16418600.0
Id_j72xt42b62,73481000.0
Id_qwmwvwglhg,26429000.0
Id_p93t2nnyyw,46680000.0
Id_4rpz3dom5h,35546000.0
Id_liyjfizyjh,10948700.0
Id_ghb8ew7to5,43864000.0
Id_bhd6m9j61n,14792000.0
Id_wqazedrfrw,20555300.0
Id_v5xv5tt8md,24546500.0
Id_b4hi7kw3by,9068300.0
Id_noyzu7igqk,2650700.0
Id_5qwpsq085w,12662800.0
Id_9323mxehtz,14352700.0
Id_1wg060qke0,27516000.0
Id_2jayf7um11,32284000.0
Id_hz0symywm1,27422000.0
Id_terwgjioqk,51678000.0
Id_u03rv8ehjh,41818000.0
Id_lmuohro4t1,39102000.0
Id_thb4xz4qo8,29675000.0
Id_gfe26mbrzw,51752000.0
Id_ml90mr2u5k,48774000.0
Id_3ei0fbntvm,17016000.0
Id_zw9ijwd333,4967300.0
Id_nx3so7pyzr,38086300.0
Id_114gdlzhxm,67131000.0
Id_tadklvqeru,42655000.0
Id_vw74hjd5gs,35392900.0
Id_mjg09dfkqh,41390000.0
Id_q39s5105ew,17586000.0
Id_nx8su42r2y,24750500.0
Id_w28azb3v0q,45409800.0
Id_0xixgi1t49,8590600.0
Id_tgb2gjrtqw,50029000.0
Id_ux0zlj1ala,55316500.0
Id_73alwfzg8n,41694000.0
Id_gv170pporh,13526800.0
Id_7l5rl8paqk,94084000.0
Id_bqdrd6v1b9,42356000.0
Id_osj73nzyxc,31438500.0
Id_hk2qqmzgzg,42246000.0
Id_3zsb686t4m,26396400.0
Id_0u8a8u8x3e,30906000.0
Id_09u90mdchl,13856300.0
Id_sg81erv9ta,36343000.0
Id_lzyfdyxfo5,39052000.0
Id_w3zic5a52i,37701500.0
Id_22qi8bh9ah,14316400.0
Id_b6ohkm6suh,49204000.0
Id_2dqyqnfttj,25161700.0
Id_owhpaj9z47,25232000.0
Id_ysmuc8jsbr,42763000.0
Id_tb4oe0waqs,156449000.0
Id_8n8mca01p1,84026000.0
Id_y8iwaeu6au,28602500.0
Id_zds06qzb7u,27388000.0
Id_471rwj2fad,34357000.0
Id_hp48erk9md,40810000.0
Id_phj4hclktp,53399000.0
Id_0xeuv91wup,92776000.0
Id_d5fbztonu5,94366000.0
Id_wp9srdqryr,46477000.0
Id_jxsuys2ncs,13856200.0
Id_gm8r3j9vpk,44476000.0
Id_xciv13jvv0,33419000.0
Id_zs9x5mspbw,8943800.0
Id_eln5afi3b0,20543500.0
Id_h4jlaph118,8134500.0
Id_h7335s7snx,8869900.0
Id_6wxph2o5ku,31247000.0
Id_km27fpe04i,50284000.0
Id_cxnwebhcf6,31637000.0
Id_ik6bcwotxo,39773000.0
Id_1homxgcz2n,39287000.0
Id_3clif77kju,20910600.0
Id_11ywzquaf7,32830000.0
Id_2fqax2ecqp,55853000.0
Id_gvbtop4pc7,49462000.0
Id_xast7to98h,77414000.0
Id_4qhpjkpd1l,51217000.0
Id_8br495r5eh,33266000.0
Id_tm1w9gh3mx,34231000.0
Id_8p6bztis7x,27835000.0
Id_g2p4d0z7p7,16585600.0
Id_db1dy4xgfj,87191000.0
Id_eppv4mncv8,5972500.0
Id_6aijb60rf3,25081600.0
Id_wf3j22akno,12053300.0
Id_2obcmbnwia,63765000.0
Id_cmqzrexz15,39595000.0
Id_xz6hdl18xp,35045000.0
Id_xvvn1te9wf,47459000.0
Id_qu96fegrg5,59669000.0
Id_fhvle5j60b,17649000.0
Id_qjgjd7pdu8,27765000.0
Id_9dzgr8od3d,2002520.0
Id_t7855tidch,31120000.0
Id_ll1jcz7c9d,59042000.0
Id_z5roudbf8n,16640500.0
Id_dctl6sd5pn,41759000.0
Id_ue4aeuy9b1,40742000.0
Id_0trweu8p1q,26031000.0
Id_v7tt983t08,28910000.0
Id_hri3gpzt10,40263000.0
Id_ugyt2dinld,41480000.0
Id_nhl5btuchm,17271200.0
Id_tztpd8j5xj,24127400.0
Id_lsadqli85q,69184000.0
Id_gfn6j35xim,160072000.0
Id_0fssaqjvar,46728800.0
Id_0kcg5u06hx,127577000.0
Id_pb424qqkbi,47785000.0
Id_rp063z6g94,5922500.0
Id_yfmhmd2frq,54345000.0
Id_h5u9uaxz36,32215000.0
Id_tnb3rhxcdj,48258000.0
Id_wy8qr7yq4o,42226000.0
Id_vdows797k9,12161200.0
Id_e7lqc2db5s,23557000.0
Id_kh2ulvkpgw,174910000.0
Id_doa0s7xr9z,46303200.0
Id_13ypvchm3e,37851000.0
Id_9stfloa8o4,43129000.0
Id_36n7hpqatj,11402500.0
Id_9v443pnu87,103005000.0
Id_0mqafvlxya,21964480.0
Id_f6lyzq8qrq,14437100.0
Id_mgipiopdh4,99203000.0
Id_x33ujaachz,28432500.0
Id_bkd655nen9,37295500.0
Id_t75tr5cgxy,58674000.0
Id_fx2wg8i76o,38610000.0
Id_axxx96p45e,42475000.0
Id_nnm43li8yy,23620200.0
Id_px60b59gz9,30044000.0
Id_kkao7c9d3a,84180000.0
Id_xmzq074lgb,15356700.0
Id_h8eta3lmvs,10948400.0
Id_8b7l8by025,14695000.0
Id_dv4ec2zkf7,57195400.0
Id_qvvwp10y8c,34724000.0
Id_ajj7hqfhjk,45656000.0
Id_uoytro8mjy,16578000.0
Id_iiobtdpqb5,14420400.0
Id_lvp3pr99f9,10976500.0
Id_twovesbm4f,23668900.0
Id_3dmr33r3sa,43164000.0
Id_vwl61a4ogy,118052000.0
Id_bacp434yxy,90958000.0
Id_bmj0j95kvi,58921000.0
Id_72i5shmuuh,46532000.0
Id_pnyfydd186,28564700.0
Id_dz0klxlj7a,41729000.0
Id_xdgnr2fqb9,28891000.0
Id_y6naqikupp,47004000.0
Id_8xgtgl820b,37055000.0
Id_6u4ut57c3t,44618000.0
Id_8uxdlbysl2,10858300.0
Id_gli34m6xhd,37979000.0
Id_ebcamdergi,53533000.0
Id_idc461kdmp,51893000.0
Id_myhn8wqy0b,49542000.0
Id_b6f9cubfae,12262400.0
Id_chj1tjcd0m,29157000.0
Id_ik2g1peply,39551000.0
Id_5i0ebkjtf1,26299000.0
Id_4nk1cjcima,63390000.0
Id_9pfs1mempz,47700700.0
Id_5iitlfw2ji,30715000.0
Id_7hc8m50ax9,39480000.0
Id_g7g55ckdff,73679000.0
Id_2k5t85cef7,26194600.0
Id_dlu8mvgvk9,74507000.0
Id_izy8ca8b62,18729600.0
Id_ahob10hjr8,18360400.0
Id_cbsr0w0ax6,7659000.0
Id_fs2zkcld4w,60769000.0
Id_0hednviebe,82071000.0
Id_4vx4jx1l8k,32395000.0
Id_z06nz7x6dc,36106000.0
Id_y98jvo5o2y,31974000.0
Id_gk6du1e2ny,26578400.0
Id_f5thvbjcbt,82184000.0
Id_87o3hrr62r,28339700.0
Id_4t3cd5pk6x,44174800.0
Id_xwu8kn9fml,40475000.0
Id_k9vqv6cxpx,4069150.0
Id_ujmnop159q,72254000.0
Id_rja5erxn79,35447000.0
Id_vk5maq8nyb,18512300.0
Id_mrx9hkizwe,28965000.0
Id_27hrjj8e17,53513000.0
Id_cm1uaks9uu,26930000.0
Id_jniqqb96vd,24152890.0
Id_simralayse,14049700.0
Id_m6ec3ji7a5,6450100.0
Id_xiznm64c6d,66937000.0
Id_y695mk9tbs,17828000.0
Id_iyytm2pv3u,25365400.0
Id_22jv9qdjtj,25826400.0
Id_zqwduwaofu,155822000.0
Id_870kd2oxit,35306000.0
Id_zof32kdej1,15787900.0
Id_i1lzwovxsw,36991000.0
Id_ou90mlpgis,37735000.0
Id_hcdkprwpat,16012500.0
Id_v2eoejr4t5,27567000.0
Id_gfpfdva3oz,21182200.0
Id_qik06t121x,33778000.0
Id_9vqet1dz3j,75568000.0
Id_7ffvdykwm3,88105000.0
Id_5xb9ygs7b9,164927000.0
Id_heme1uxb6a,40603000.0
Id_tg2vjibho2,3173150.0
Id_uyqy33847t,41206000.0
Id_kfbnteayu1,18191000.0
Id_itbn973z00,39490000.0
Id_u5wk2n5fxd,44193000.0
Id_rrul8vios1,37436000.0
Id_7io6hu75rq,52299000.0
Id_i8ciqwi0v9,96761000.0
Id_hdicqnah97,25624500.0
Id_jhy5ki3n5q,58111000.0
Id_ew6523lo5j,9728800.0
Id_dap20fmd8x,38519000.0
Id_kflsb1zh47,136124000.0
Id_pd6vlkw1ux,71313000.0
Id_j3vxbd8ffy,87178000.0
Id_t41gf4qdnq,25756400.0
Id_07ouq5vg9e,61323000.0
Id_fayejr94no,47262000.0
Id_6hj35vka4c,44437900.0
Id_gsv9ekkxj5,30807000.0
Id_dsadafaslc,61292000.0
Id_lelnsmh2n6,8718700.0
Id_29w9r3dce5,42176000.0
Id_qnbwncp0b3,43084000.0
Id_qmawtha698,60324000.0
Id_ulq6u9jkfe,8332800.0
Id_s50kz7coa5,32335000.0
Id_cqucsxeylc,47160000.0
Id_gy8l7ftby8,3901200.0
Id_of7ohn7ep3,59824000.0
Id_hr6p4m1ty7,57355000.0
Id_bpgnte8pel,19762000.0
Id_tp4e9o8w5d,30940000.0
Id_mxmnz8o4gb,27720700.0
Id_o18nk41mox,24752300.0
Id_73oiqj1cve,56873000.0
Id_cmoa47g6ce,12437400.0
Id_5288nockoe,53873000.0
